DATE,TIME,PARTICULATE_(terukur),PARTICULATE_(terkoreksi),SO2_(terukur),SO2_(terkoreksi),NOX_(terukur),NOX_(terkoreksi),CO_(terukur),CO_(terkoreksi),O2_(terukur),O2_(terkoreksi),FLOWRATE_(terukur),FLOWRATE_(terkoreksi),DATETIME
2025-02-12,11:00:00,32.65,32.65,39.11,39.11,210.59,210.59,909.75,909.75,10.03,10.03,5.71,145.62,2025-02-12 11:00:00
2025-02-12,12:00:00,39.31,39.31,38.28,38.28,208.24,208.24,926.53,926.53,10,10,7.92,201.96,2025-02-12 12:00:00
2025-02-12,13:00:00,35.75,35.75,38.72,38.72,206.19,206.19,894.28,894.28,10,10,6.1,155.46,2025-02-12 13:00:00
2025-02-12,14:00:00,28.54,28.54,38.66,38.66,197.26,197.26,990.12,990.12,10,10,8.49,216.44,2025-02-12 14:00:00
2025-02-12,15:00:00,30.52,30.52,38.22,38.22,188.57,188.57,1005.64,1005.64,10,10,9.75,248.61,2025-02-12 15:00:00
2025-02-12,16:00:00,31.66,31.66,38.39,38.39,189.82,189.82,942.85,942.85,10,10,6.56,167.16,2025-02-12 16:00:00
2025-02-12,17:00:00,32.22,32.22,38.57,38.57,194.62,194.62,913.33,913.33,10,10,4.01,102.14,2025-02-12 17:00:00
2025-02-12,18:00:00,35.13,35.13,38.86,38.86,185.17,185.17,1098.08,1098.08,10.22,10.22,4,102.12,2025-02-12 18:00:00
2025-02-12,19:00:00,31.01,31.01,38.47,38.47,179.79,179.79,954.79,954.79,10.08,10.08,4,102.08,2025-02-12 19:00:00
2025-02-12,20:00:00,31.87,31.87,38.21,38.21,176.22,176.22,1037.52,1037.52,10,10,4.01,102.14,2025-02-12 20:00:00
2025-02-12,21:00:00,40.46,40.46,38.47,38.47,179.4,179.4,992.27,992.27,10,10,4,102.04,2025-02-12 21:00:00
2025-02-12,22:00:00,35.74,35.74,37.94,37.94,160.05,160.05,1258.81,1258.81,10,10,4,101.96,2025-02-12 22:00:00
2025-02-12,23:00:00,35.87,35.87,38.16,38.16,158.55,158.55,1129.65,1129.65,10,10,4.34,110.69,2025-02-12 23:00:00
2025-02-13,0:00:00,36.94,36.94,38.39,38.39,171.66,171.66,1051.1,1051.1,10,10,6.75,172.1,2025-02-13 0:00:00
2025-02-13,1:00:00,30.09,30.09,38.07,38.07,167.36,167.36,1067.4,1067.4,10,10,4.83,123.07,2025-02-13 1:00:00
2025-02-13,2:00:00,26.49,26.49,38.3,38.3,173.81,173.81,1054.26,1054.26,10.16,10.16,4.27,108.83,2025-02-13 2:00:00
2025-02-13,3:00:00,84.25,84.25,33.14,33.14,198.32,198.32,994.63,994.63,8.1,8.1,4.77,121.68,2025-02-13 3:00:00
2025-02-13,4:00:00,55.39,55.39,38.51,38.51,172.91,172.91,1030.14,1030.14,9.94,9.94,6.2,158.02,2025-02-13 4:00:00
2025-02-13,5:00:00,27.21,27.21,37.88,37.88,155.75,155.75,1228.52,1228.52,10,10,4,101.94,2025-02-13 5:00:00
2025-02-13,6:00:00,40.27,40.27,38.87,38.87,180.19,180.19,939.15,939.15,10.13,10.13,4.48,114.22,2025-02-13 6:00:00
2025-02-13,7:00:00,40.33,40.33,38.57,38.57,178.44,178.44,900.03,900.03,10,10,10.11,257.75,2025-02-13 7:00:00
2025-02-13,8:00:00,38.4,38.4,38.49,38.49,175.49,175.49,881.53,881.53,10,10,7.53,192.09,2025-02-13 8:00:00
2025-02-13,9:00:00,57.95,3.56,45.34,3.33,168.72,10.97,889.42,58.31,10.55,1.56,6.36,10.33,2025-02-13 9:00:00
2025-02-13,10:00:00,45.44,38.1,39.25,34.29,181.47,158.08,912.99,799.62,10.08,8.91,4,88.95,2025-02-13 10:00:00
2025-02-13,11:00:00,29.79,29.79,38.77,38.77,166.12,166.12,973.73,973.73,10.01,10.01,4,102.04,2025-02-13 11:00:00
2025-02-13,12:00:00,38.57,38.57,39,39,166.44,166.44,963.14,963.14,10,10,4,102.03,2025-02-13 12:00:00
2025-02-13,13:00:00,41.58,41.58,38.69,38.69,168.6,168.6,935.54,935.54,10,10,3.92,99.98,2025-02-13 13:00:00
2025-02-13,14:00:00,31.97,31.97,38.44,38.44,154.55,154.55,1007.13,1007.13,10,10,9.71,247.56,2025-02-13 14:00:00
2025-02-13,15:00:00,32.5,32.5,38.32,38.32,152.38,152.38,1087.29,1087.29,10,10,21.12,538.65,2025-02-13 15:00:00
2025-02-13,16:00:00,44.95,44.95,38.01,38.01,160.85,160.85,1164.67,1164.67,10,10,24.42,622.76,2025-02-13 16:00:00
2025-02-13,17:00:00,47.51,47.51,38.25,38.25,166.46,166.46,1088.34,1088.34,10,10,27.6,703.88,2025-02-13 17:00:00
2025-02-13,18:00:00,46.15,46.15,37.96,37.96,148.83,148.83,1253.47,1253.47,10,10,30,765,2025-02-13 18:00:00
2025-02-13,19:00:00,59.7,59.7,38.52,38.52,178.61,178.61,1078.72,1078.72,10,10,30,765,2025-02-13 19:00:00
2025-02-13,20:00:00,88.53,88.53,36.36,36.36,160.32,160.32,1312.15,1312.15,9.26,9.26,29.31,747.29,2025-02-13 20:00:00
2025-02-13,21:00:00,45.98,45.98,36.83,36.83,180.97,180.97,1420.81,1420.81,9.49,9.49,27.14,691.97,2025-02-13 21:00:00
2025-02-13,22:00:00,40.31,40.31,40.36,40.36,255.35,255.35,716.52,716.52,10.82,10.82,24.72,630.28,2025-02-13 22:00:00
2025-02-13,23:00:00,31.44,31.44,41.56,41.56,270.57,270.57,740.89,740.89,11,11,24.86,633.82,2025-02-13 23:00:00
2025-02-14,0:00:00,29.78,29.78,41.41,41.41,228.45,228.45,966.9,966.9,11.01,11.01,22.6,576.34,2025-02-14 0:00:00
2025-02-14,1:00:00,23.11,23.11,44.19,44.19,260.37,260.37,719.39,719.39,11.65,11.65,18.68,476.31,2025-02-14 1:00:00
2025-02-14,2:00:00,30.54,30.54,42.5,42.5,211.28,211.28,725.72,725.72,11.24,11.24,17.44,444.68,2025-02-14 2:00:00
2025-02-14,3:00:00,55.77,55.77,42.18,42.18,216.66,216.66,739.85,739.85,11,11,13.58,346.39,2025-02-14 3:00:00
2025-02-14,4:00:00,38.22,38.22,40.09,40.09,173.59,173.59,921.89,921.89,10.9,10.9,17.14,437.15,2025-02-14 4:00:00
2025-02-14,5:00:00,96.09,96.09,33.66,33.66,195.25,195.25,925.46,925.46,8.09,8.09,10.82,275.93,2025-02-14 5:00:00
2025-02-14,6:00:00,60.66,60.66,32.68,32.68,168.98,168.98,1254.49,1254.49,8,8,3.96,100.96,2025-02-14 6:00:00
2025-02-14,7:00:00,58.14,58.14,32.46,32.46,164.25,164.25,1580.49,1580.49,7.98,7.98,3.96,101.1,2025-02-14 7:00:00
2025-02-14,8:00:00,52.74,52.74,32.23,32.23,163.55,163.55,1375.41,1375.41,7.95,7.95,3.93,100.21,2025-02-14 8:00:00
2025-02-14,9:00:00,66.23,66.23,32.42,32.42,151.71,151.71,1465.73,1465.73,8,8,3.98,101.58,2025-02-14 9:00:00
2025-02-14,10:00:00,76.94,76.94,32.41,32.41,185.88,185.88,1039.4,1039.4,8,8,3.99,101.84,2025-02-14 10:00:00
2025-02-14,11:00:00,55.78,55.78,32.23,32.23,183.84,183.84,1099.76,1099.76,7.92,7.92,4,101.93,2025-02-14 11:00:00
2025-02-14,12:00:00,47.29,47.29,31.37,31.37,164.51,164.51,1609.11,1609.11,7.18,7.18,4,101.9,2025-02-14 12:00:00
2025-02-14,13:00:00,53.47,53.47,31.18,31.18,157.03,157.03,1866.69,1866.69,7.05,7.05,4,102,2025-02-14 13:00:00
2025-02-14,14:00:00,60.95,60.95,31.35,31.35,167.86,167.86,1679.29,1679.29,7.34,7.34,4,102.09,2025-02-14 14:00:00
2025-02-14,15:00:00,58.08,58.08,31.55,31.55,169.32,169.32,1332.51,1332.51,7.58,7.58,4.08,104.1,2025-02-14 15:00:00
2025-02-14,16:00:00,53.93,53.93,31.45,31.45,139.21,139.21,1800.43,1800.43,7.33,7.33,4.3,109.62,2025-02-14 16:00:00
2025-02-14,17:00:00,74.93,74.93,33.55,33.55,173.8,173.8,993.4,993.4,8.47,8.47,5.66,144.22,2025-02-14 17:00:00
2025-02-14,18:00:00,47.02,47.02,37.9,37.9,159.49,159.49,951.8,951.8,10,10,4,102.03,2025-02-14 18:00:00
2025-02-14,19:00:00,35.74,35.74,38.32,38.32,179.26,179.26,831.78,831.78,10,10,7.91,201.8,2025-02-14 19:00:00
2025-02-14,20:00:00,65.84,65.84,38.97,38.97,184.33,184.33,811.51,811.51,10.04,10.04,16.05,409.18,2025-02-14 20:00:00
2025-02-14,21:00:00,66.72,66.72,38.76,38.76,179.78,179.78,783.46,783.46,10,10,19.45,496.05,2025-02-14 21:00:00
2025-02-14,22:00:00,69.87,69.87,39.31,39.31,192.39,192.39,786.2,786.2,10.22,10.22,23.12,589.49,2025-02-14 22:00:00
2025-02-14,23:00:00,79.54,79.54,39.8,39.8,195.38,195.38,775.1,775.1,10.36,10.36,21.74,554.39,2025-02-14 23:00:00
2025-02-15,0:00:00,45.52,45.52,38.47,38.47,178.73,178.73,891.85,891.85,10.04,10.04,22.63,576.97,2025-02-15 0:00:00
2025-02-15,1:00:00,49.14,49.14,38.64,38.64,206.47,206.47,742.04,742.04,10,10,20.04,510.98,2025-02-15 1:00:00
2025-02-15,2:00:00,77.22,77.22,38.97,38.97,233.56,233.56,717.96,717.96,10.01,10.01,13.41,341.87,2025-02-15 2:00:00
2025-02-15,3:00:00,82.23,82.23,39.35,39.35,230.83,230.83,700.82,700.82,10.03,10.03,18.83,480.17,2025-02-15 3:00:00
2025-02-15,4:00:00,46.15,46.15,39.25,39.25,213.77,213.77,736.87,736.87,10.02,10.02,18.39,468.89,2025-02-15 4:00:00
2025-02-15,5:00:00,60.08,60.08,38.69,38.69,185.23,185.23,887.84,887.84,10.03,10.03,13.85,353.06,2025-02-15 5:00:00
2025-02-15,6:00:00,80.38,80.38,38.77,38.77,177.52,177.52,922.83,922.83,10,10,6.82,173.81,2025-02-15 6:00:00
2025-02-15,7:00:00,79.59,79.59,38.57,38.57,179.86,179.86,864.73,864.73,10,10,3.84,97.96,2025-02-15 7:00:00
2025-02-15,8:00:00,104.6,104.6,38.78,38.78,194.71,194.71,849.58,849.58,10,10,3.96,101.02,2025-02-15 8:00:00
2025-02-15,9:00:00,43.1,43.1,38.03,38.03,170.53,170.53,987.77,987.77,10,10,3.99,101.83,2025-02-15 9:00:00
2025-02-15,10:00:00,24.8,24.8,37.89,37.89,183.7,183.7,884.01,884.01,10,10,4,101.92,2025-02-15 10:00:00
2025-02-15,11:00:00,20.22,20.22,38.08,38.08,186.99,186.99,848.52,848.52,10,10,4,102,2025-02-15 11:00:00
2025-02-15,12:00:00,18.53,18.53,37.89,37.89,186.19,186.19,848.83,848.83,10,10,4.01,102.18,2025-02-15 12:00:00
2025-02-15,13:00:00,17.82,17.82,37.38,37.38,166.61,166.61,1088.47,1088.47,10,10,5.79,147.52,2025-02-15 13:00:00
2025-02-15,14:00:00,44.08,44.08,38.71,38.71,203.15,203.15,928.04,928.04,10.16,10.16,9.74,248.29,2025-02-15 14:00:00
2025-02-15,15:00:00,67.5,67.5,38.48,38.48,451.66,451.66,585.32,585.32,9.87,9.87,9.72,247.84,2025-02-15 15:00:00
2025-02-15,16:00:00,72.23,72.23,36.75,36.75,484.23,484.23,588.2,588.2,9.04,9.04,13.41,342.08,2025-02-15 16:00:00
2025-02-15,17:00:00,62.58,62.58,35.47,35.47,410.6,410.6,690.34,690.34,9,9,18.29,466.29,2025-02-15 17:00:00
2025-02-15,18:00:00,67.79,67.79,35.03,35.03,348.54,348.54,1032.78,1032.78,8.76,8.76,21.71,553.62,2025-02-15 18:00:00
2025-02-15,19:00:00,70.28,70.28,32.9,32.9,289.27,289.27,1544.4,1544.4,8,8,23.42,597.31,2025-02-15 19:00:00
2025-02-15,20:00:00,64.73,64.73,33.39,33.39,288.7,288.7,1298.43,1298.43,8.01,8.01,20.29,517.42,2025-02-15 20:00:00
2025-02-15,21:00:00,43.97,43.97,34.4,34.4,274.01,274.01,1215.11,1215.11,8.4,8.4,22.24,567.23,2025-02-15 21:00:00
2025-02-15,22:00:00,10.83,10.83,32.03,32.03,320.92,320.92,908.13,908.13,7.59,7.59,18.22,464.71,2025-02-15 22:00:00
2025-02-15,23:00:00,11.93,11.93,31.39,31.39,326.99,326.99,820.53,820.53,7,7,13.56,345.79,2025-02-15 23:00:00
2025-02-16,0:00:00,31.48,31.48,30.22,30.22,333.58,333.58,884.3,884.3,6.58,6.58,11.44,291.72,2025-02-16 0:00:00
2025-02-16,1:00:00,31.89,31.89,31.43,31.43,319.32,319.32,945.97,945.97,7.19,7.19,7.4,188.64,2025-02-16 1:00:00
2025-02-16,2:00:00,21.39,21.39,32.45,32.45,316.49,316.49,828.76,828.76,7.92,7.92,4.03,102.68,2025-02-16 2:00:00
2025-02-16,3:00:00,35.3,35.3,33.07,33.07,285.49,285.49,901.48,901.48,8,8,4.07,103.7,2025-02-16 3:00:00
2025-02-16,4:00:00,102.46,102.46,37.98,37.98,235.19,235.19,655.65,655.65,9.36,9.36,9.33,237.93,2025-02-16 4:00:00
2025-02-16,5:00:00,105,105,36.16,36.16,243.07,243.07,666.12,666.12,8.93,8.93,12.74,324.75,2025-02-16 5:00:00
2025-02-16,6:00:00,61.06,61.06,40.96,40.96,198.66,198.66,704.26,704.26,10.78,10.78,6.73,171.66,2025-02-16 6:00:00
2025-02-16,7:00:00,25.13,25.13,40.19,40.19,180.43,180.43,784.55,784.55,10.59,10.59,4.01,102.13,2025-02-16 7:00:00
2025-02-16,8:00:00,20.36,20.36,38.93,38.93,172.25,172.25,833.98,833.98,10.15,10.15,4,102.07,2025-02-16 8:00:00
2025-02-16,9:00:00,20.28,20.28,37.79,37.79,157.7,157.7,1204.11,1204.11,9.85,9.85,4,101.96,2025-02-16 9:00:00
2025-02-16,10:00:00,37.14,37.14,37.75,37.75,209.1,209.1,770.8,770.8,9.97,9.97,4,101.88,2025-02-16 10:00:00
2025-02-16,11:00:00,42.24,42.24,40.13,40.13,223.4,223.4,722.32,722.32,10.6,10.6,4,101.98,2025-02-16 11:00:00
2025-02-16,12:00:00,28.37,28.37,42.3,42.3,226.02,226.02,703.91,703.91,10.97,10.97,4.01,102.16,2025-02-16 12:00:00
2025-02-16,13:00:00,24.92,24.92,40.12,40.12,194.07,194.07,759.13,759.13,10.65,10.65,4,102.05,2025-02-16 13:00:00
2025-02-16,14:00:00,13.68,13.68,52.22,52.22,368.19,368.19,536.22,536.22,12.87,12.87,4,102,2025-02-16 14:00:00
2025-02-16,15:00:00,13.99,13.99,52.67,52.67,396.38,396.38,514.58,514.58,13,13,6.74,171.93,2025-02-16 15:00:00
2025-02-16,16:00:00,12.79,12.79,52.98,52.98,352.97,352.97,535.25,535.25,13.23,13.23,16.19,412.8,2025-02-16 16:00:00
2025-02-16,17:00:00,10.72,10.72,50.47,50.47,302.6,302.6,549.11,549.11,13,13,22.86,582.94,2025-02-16 17:00:00
2025-02-16,18:00:00,15.81,15.81,46.99,46.99,320.02,320.02,574.5,574.5,12.26,12.26,25.73,656.11,2025-02-16 18:00:00
2025-02-16,19:00:00,14.67,14.67,38.98,38.98,359.9,359.9,590.35,590.35,10.17,10.17,29.69,757.08,2025-02-16 19:00:00
2025-02-16,20:00:00,23.12,23.12,35.98,35.98,334.04,334.04,1035.96,1035.96,8.97,8.97,29.91,762.81,2025-02-16 20:00:00
2025-02-16,21:00:00,70.38,70.38,44.81,44.81,203.16,203.16,1266.97,1266.97,11.12,11.12,29.7,757.37,2025-02-16 21:00:00
2025-02-16,22:00:00,72.81,10.04,140.77,24.72,103.81,76.8,564.44,328.5,17.14,5.81,28.82,246.59,2025-02-16 22:00:00
2025-02-16,23:00:00,105,1,244.31,1,39.68,1,63.54,1,19,1,29.29,1,2025-02-16 23:00:00
2025-02-17,0:00:00,101.1,20.24,96.81,13.67,227.38,33.67,660.49,636.26,16.21,3.78,29.93,171,2025-02-17 0:00:00
2025-02-17,1:00:00,17.14,17.14,35.39,35.39,191.54,191.54,1084.65,1084.65,8.74,8.74,28.25,720.32,2025-02-17 1:00:00
2025-02-17,2:00:00,29.96,29.96,35.44,35.44,205.12,205.12,1053,1053,8.8,8.8,20.06,511.55,2025-02-17 2:00:00
2025-02-17,3:00:00,26.11,26.11,35.5,35.5,245.22,245.22,1039.26,1039.26,8.76,8.76,8.34,212.6,2025-02-17 3:00:00
2025-02-17,4:00:00,27.11,27.11,33.51,33.51,233.24,233.24,1186.94,1186.94,8,8,4.22,107.63,2025-02-17 4:00:00
2025-02-17,5:00:00,81.92,81.92,35.84,35.84,322.33,322.33,830.81,830.81,8.61,8.61,13.04,332.4,2025-02-17 5:00:00
2025-02-17,6:00:00,103.3,103.3,35.09,35.09,325.34,325.34,902.67,902.67,8.15,8.15,20.4,520.28,2025-02-17 6:00:00
2025-02-17,7:00:00,96.98,96.98,35.71,35.71,427.59,427.59,679.99,679.99,8.76,8.76,4.9,124.97,2025-02-17 7:00:00
2025-02-17,8:00:00,41.34,41.34,36.69,36.69,423.26,423.26,633.56,633.56,9,9,4,101.99,2025-02-17 8:00:00
2025-02-17,9:00:00,41.56,20.96,39.85,28.44,426.24,341.62,646.15,502.69,9.54,7.23,4.04,79.65,2025-02-17 9:00:00
2025-02-17,10:00:00,105,1,222.08,1,40.23,1,167.56,1,18.89,1,4.21,1,2025-02-17 10:00:00
2025-02-17,11:00:00,105,3,247.25,4.11,40.86,2.16,39.84,1.34,18.98,1.33,4.19,2.94,2025-02-17 11:00:00
2025-02-17,12:00:00,40.11,40.11,49,49,235.58,235.58,553.17,553.17,11.43,11.43,5.16,131.68,2025-02-17 12:00:00
2025-02-17,13:00:00,15.92,15.92,35.81,35.81,210.14,210.14,737.68,737.68,9.03,9.03,16.62,423.73,2025-02-17 13:00:00
2025-02-17,14:00:00,12.89,12.89,32.21,32.21,317.93,317.93,618.13,618.13,7.73,7.73,20.41,520.57,2025-02-17 14:00:00
2025-02-17,15:00:00,20.19,20.19,35.56,35.56,360.12,360.12,624.26,624.26,8.78,8.78,17.87,455.8,2025-02-17 15:00:00
2025-02-17,16:00:00,17.15,17.15,35.11,35.11,299.21,299.21,720.48,720.48,8.63,8.63,21.11,538.21,2025-02-17 16:00:00
2025-02-17,17:00:00,19.2,19.2,32.69,32.69,236.21,236.21,1420.6,1420.6,8,8,27.11,691.37,2025-02-17 17:00:00
2025-02-17,18:00:00,27.74,27.74,33.28,33.28,212.56,212.56,1584.22,1584.22,8.22,8.22,26.02,663.54,2025-02-17 18:00:00
2025-02-17,19:00:00,98.95,98.95,38.12,38.12,217.29,217.29,1053.15,1053.15,9.53,9.53,24.01,612.33,2025-02-17 19:00:00
2025-02-17,20:00:00,105,105,37.06,37.06,192.17,192.17,1187.88,1187.88,8.93,8.93,21.9,558.51,2025-02-17 20:00:00
2025-02-17,21:00:00,87.93,87.93,37.5,37.5,182.51,182.51,957.07,957.07,9.45,9.45,17.25,440,2025-02-17 21:00:00
2025-02-17,22:00:00,26.07,26.07,38.07,38.07,164.03,164.03,1323.43,1323.43,10,10,7.9,201.41,2025-02-17 22:00:00
2025-02-17,23:00:00,34.49,34.49,37.21,37.21,186.61,186.61,914.42,914.42,9.45,9.45,4.13,105.27,2025-02-17 23:00:00
2025-02-18,0:00:00,46.9,46.9,39.96,39.96,207.18,207.18,749.47,749.47,10.16,10.16,17.32,441.77,2025-02-18 0:00:00
2025-02-18,1:00:00,54.15,54.15,41,41,194.95,194.95,1008.08,1008.08,10.36,10.36,20.79,530.27,2025-02-18 1:00:00
2025-02-18,2:00:00,27.32,27.32,39.92,39.92,203.07,203.07,755.82,755.82,10.13,10.13,8.5,216.74,2025-02-18 2:00:00
2025-02-18,3:00:00,26.73,26.73,39.75,39.75,205.76,205.76,787.43,787.43,10.04,10.04,11.79,300.74,2025-02-18 3:00:00
2025-02-18,4:00:00,30.14,30.14,39.88,39.88,201.24,201.24,798.06,798.06,10.16,10.16,11.72,298.91,2025-02-18 4:00:00
2025-02-18,5:00:00,27.52,27.52,39.67,39.67,201.61,201.61,818.92,818.92,10.09,10.09,5.07,129.26,2025-02-18 5:00:00
2025-02-18,6:00:00,23.69,23.69,39.58,39.58,208.26,208.26,795,795,10.06,10.06,4.83,123.17,2025-02-18 6:00:00
2025-02-18,7:00:00,38.69,38.69,37.21,37.21,222.99,222.99,765.95,765.95,9.48,9.48,11.07,282.38,2025-02-18 7:00:00
2025-02-18,8:00:00,35.01,35.01,40.19,40.19,210.33,210.33,802.24,802.24,10.4,10.4,4.02,102.51,2025-02-18 8:00:00
2025-02-18,9:00:00,23.62,23.62,42.75,42.75,228.32,228.32,801.98,801.98,11.29,11.29,4.04,103.06,2025-02-18 9:00:00
2025-02-18,10:00:00,57.02,57.02,39.46,39.46,229.34,229.34,754.83,754.83,10.19,10.19,4.04,102.96,2025-02-18 10:00:00
2025-02-18,11:00:00,30.62,30.62,43.59,43.59,204.34,204.34,770.61,770.61,11.2,11.2,4.07,103.67,2025-02-18 11:00:00
2025-02-18,12:00:00,29.02,29.02,44.33,44.33,216.72,216.72,768.77,768.77,11.64,11.64,4.06,103.56,2025-02-18 12:00:00
2025-02-18,13:00:00,36.09,36.09,43.3,43.3,217.34,217.34,815.66,815.66,11.07,11.07,4.01,102.36,2025-02-18 13:00:00
2025-02-18,14:00:00,30.13,30.13,40.98,40.98,258.63,258.63,699.24,699.24,10.57,10.57,4.01,102.25,2025-02-18 14:00:00
2025-02-18,15:00:00,24.25,24.25,40.31,40.31,193.95,193.95,852.56,852.56,10.35,10.35,4.03,102.68,2025-02-18 15:00:00
2025-02-18,16:00:00,24.01,24.01,39.68,39.68,195.95,195.95,846.75,846.75,10.03,10.03,4.04,102.9,2025-02-18 16:00:00
2025-02-18,17:00:00,23.37,23.37,39.22,39.22,182.21,182.21,935.15,935.15,10,10,4.16,106.04,2025-02-18 17:00:00
2025-02-18,18:00:00,20.05,20.05,39.4,39.4,177.87,177.87,1022.84,1022.84,10.15,10.15,11.99,305.66,2025-02-18 18:00:00
2025-02-18,19:00:00,24.26,24.26,39.12,39.12,174.98,174.98,1030.4,1030.4,10.15,10.15,17.1,436.16,2025-02-18 19:00:00
2025-02-18,20:00:00,23.67,23.67,38.45,38.45,187.23,187.23,1027.69,1027.69,10,10,18.9,481.91,2025-02-18 20:00:00
2025-02-18,21:00:00,24.18,24.18,38.62,38.62,194.74,194.74,917.52,917.52,10,10,21.36,544.6,2025-02-18 21:00:00
2025-02-18,22:00:00,23.93,23.93,38.58,38.58,188.69,188.69,925.64,925.64,10.06,10.06,23.89,609.25,2025-02-18 22:00:00
2025-02-18,23:00:00,24.1,24.1,38.48,38.48,186.87,186.87,899.39,899.39,10,10,22.46,572.79,2025-02-18 23:00:00
2025-02-19,0:00:00,22.29,22.29,38.49,38.49,176.03,176.03,995.45,995.45,10,10,21.53,548.94,2025-02-19 0:00:00
2025-02-19,1:00:00,22.91,22.91,39.12,39.12,208.37,208.37,794.27,794.27,10,10,20.11,512.88,2025-02-19 1:00:00
2025-02-19,2:00:00,22.65,22.65,39.1,39.1,213.14,213.14,775.47,775.47,10,10,19.53,498.01,2025-02-19 2:00:00
2025-02-19,3:00:00,29.92,29.92,37.91,37.91,198.65,198.65,873.39,873.39,9.89,9.89,18.91,482.3,2025-02-19 3:00:00
2025-02-19,4:00:00,24.19,24.19,38.75,38.75,192.56,192.56,836.73,836.73,10,10,17.85,455.15,2025-02-19 4:00:00
2025-02-19,5:00:00,26.27,26.27,39.31,39.31,208.4,208.4,804.23,804.23,10.16,10.16,18.34,467.7,2025-02-19 5:00:00
2025-02-19,6:00:00,21.17,21.17,39.19,39.19,202.08,202.08,805.14,805.14,10.06,10.06,20.29,517.34,2025-02-19 6:00:00
2025-02-19,7:00:00,20.99,20.99,38.94,38.94,199.78,199.78,797.76,797.76,10,10,7.03,179.16,2025-02-19 7:00:00
2025-02-19,8:00:00,25.76,25.76,38.94,38.94,209.68,209.68,810.46,810.46,10,10,4,102,2025-02-19 8:00:00
2025-02-19,9:00:00,35.6,35.6,38.76,38.76,182.13,182.13,956.24,956.24,10,10,4,102.13,2025-02-19 9:00:00
2025-02-19,10:00:00,21.38,21.38,38.79,38.79,186.93,186.93,920.13,920.13,10,10,4,102.08,2025-02-19 10:00:00
2025-02-19,11:00:00,19.07,19.07,38.32,38.32,164.45,164.45,1125.69,1125.69,10,10,4.01,102.27,2025-02-19 11:00:00
2025-02-19,12:00:00,18.62,18.62,38.15,38.15,150.93,150.93,1169.03,1169.03,10,10,4.01,102.2,2025-02-19 12:00:00
2025-02-19,13:00:00,26.29,26.29,38.23,38.23,160.46,160.46,1079.01,1079.01,10,10,4,101.98,2025-02-19 13:00:00
2025-02-19,14:00:00,33.38,33.38,39.07,39.07,166.8,166.8,1239.67,1239.67,10.19,10.19,4.01,102.19,2025-02-19 14:00:00
2025-02-19,15:00:00,25.65,25.65,38.2,38.2,146.52,146.52,1297.67,1297.67,10,10,4,102.13,2025-02-19 15:00:00
2025-02-19,16:00:00,22.48,22.48,38.11,38.11,149.49,149.49,1150.64,1150.64,10,10,4.74,120.87,2025-02-19 16:00:00
2025-02-19,17:00:00,25.66,25.66,38.83,38.83,169.02,169.02,941.72,941.72,10.03,10.03,13.47,343.61,2025-02-19 17:00:00
2025-02-19,18:00:00,24.62,24.62,38.61,38.61,171.47,171.47,962.94,962.94,10,10,18.19,463.86,2025-02-19 18:00:00
2025-02-19,19:00:00,28.31,28.31,38.32,38.32,178.3,178.3,1021.01,1021.01,10,10,19.54,498.27,2025-02-19 19:00:00
2025-02-19,20:00:00,36.11,36.11,38.86,38.86,173.52,173.52,1065.77,1065.77,10,10,19.99,509.85,2025-02-19 20:00:00
2025-02-19,21:00:00,40.32,40.32,40.83,40.83,175.54,175.54,1039.37,1039.37,10.58,10.58,19.61,499.94,2025-02-19 21:00:00
2025-02-19,22:00:00,21.64,21.64,45.88,45.88,245.12,245.12,657.95,657.95,12,12,18.38,468.58,2025-02-19 22:00:00
2025-02-19,23:00:00,19.46,19.46,45.84,45.84,228.21,228.21,650.74,650.74,12,12,24.12,615.12,2025-02-19 23:00:00
2025-02-20,0:00:00,13.37,13.37,45,45,225.87,225.87,626.73,626.73,12,12,25.67,654.5,2025-02-20 0:00:00
2025-02-20,1:00:00,59.34,8.08,95.99,22.3,164.16,108.21,605.33,308.28,14.42,6.36,26.33,329.26,2025-02-20 1:00:00
2025-02-20,2:00:00,105,1,241.32,1,39.19,1,123.83,1,19,1,26.59,1,2025-02-20 2:00:00
2025-02-20,3:00:00,105,1,256.38,1,41.63,1,69.97,1,19,1,25.21,1,2025-02-20 3:00:00
2025-02-20,4:00:00,105,1,185.56,1,134.65,1,39.24,1,18.13,1,29.29,1,2025-02-20 4:00:00
2025-02-20,5:00:00,105,1,79.94,1,208.31,1,27.3,1,15.73,1,29.84,1,2025-02-20 5:00:00
2025-02-20,6:00:00,104.71,66.05,53.55,27.14,163.66,101.52,694.64,683.22,12.03,6.83,28.58,453.37,2025-02-20 6:00:00
2025-02-20,7:00:00,68.48,68.48,35.55,35.55,147.84,147.84,997.41,997.41,8.58,8.58,16.87,430.27,2025-02-20 7:00:00
2025-02-20,8:00:00,49.22,49.22,39.59,39.59,155.72,155.72,1004.76,1004.76,10.09,10.09,4.03,102.77,2025-02-20 8:00:00
2025-02-20,9:00:00,30.22,30.22,41.31,41.31,146.94,146.94,1490.25,1490.25,10.82,10.82,4,101.93,2025-02-20 9:00:00
2025-02-20,10:00:00,50.37,50.37,40.64,40.64,157.04,157.04,1318.37,1318.37,10.24,10.24,4.02,102.44,2025-02-20 10:00:00
