DATE,TIME,PARTICULATE_(terukur),PARTICULATE_(terkoreksi),SO2_(terukur),SO2_(terkoreksi),NOX_(terukur),NOX_(terkoreksi),CO_(terukur),CO_(terkoreksi),O2_(terukur),O2_(terkoreksi),FLOWRATE_(terukur),FLOWRATE_(terkoreksi),DATETIME
2025-01-01,0:00:00,37.23,37.23,39.73,39.73,230.98,230.98,902.59,902.59,10.37,10.37,4.01,102.32,2025-01-01 0:00:00
2025-01-01,1:00:00,52.16,52.16,39.78,39.78,243.33,243.33,845.95,845.95,10.27,10.27,4.02,102.45,2025-01-01 1:00:00
2025-01-01,2:00:00,55.75,55.75,39.41,39.41,241.54,241.54,907.23,907.23,10.04,10.04,4.01,102.15,2025-01-01 2:00:00
2025-01-01,3:00:00,48.02,48.02,39.48,39.48,243.58,243.58,890.57,890.57,10.21,10.21,3.99,101.63,2025-01-01 3:00:00
2025-01-01,4:00:00,61.32,61.32,39.58,39.58,243.79,243.79,916.19,916.19,10.19,10.19,5.16,131.53,2025-01-01 4:00:00
2025-01-01,5:00:00,60.02,60.02,39.55,39.55,246.67,246.67,904.03,904.03,10.09,10.09,4,101.96,2025-01-01 5:00:00
2025-01-01,6:00:00,63.7,63.7,39.63,39.63,244.3,244.3,908.9,908.9,10.27,10.27,6.42,163.6,2025-01-01 6:00:00
2025-01-01,7:00:00,54.39,54.39,39.98,39.98,239.53,239.53,887.14,887.14,10.54,10.54,9,229.38,2025-01-01 7:00:00
2025-01-01,8:00:00,38.86,38.86,40.03,40.03,223.18,223.18,928.45,928.45,10.47,10.47,10.49,267.47,2025-01-01 8:00:00
2025-01-01,9:00:00,27.7,27.7,40.44,40.44,213.56,213.56,1019.1,1019.1,10.7,10.7,10.05,256.24,2025-01-01 9:00:00
2025-01-01,10:00:00,25.45,25.45,40.26,40.26,193.28,193.28,1009.08,1009.08,10.58,10.58,7.92,202,2025-01-01 10:00:00
2025-01-01,11:00:00,33.24,33.24,38.84,38.84,182.35,182.35,1191.69,1191.69,10,10,5.47,139.54,2025-01-01 11:00:00
2025-01-01,12:00:00,50.18,50.18,38.91,38.91,177.38,177.38,1202.11,1202.11,10,10,5.61,143.06,2025-01-01 12:00:00
2025-01-01,13:00:00,46.93,46.93,39.22,39.22,195.59,195.59,995.02,995.02,10,10,4.01,102.17,2025-01-01 13:00:00
2025-01-01,14:00:00,50.74,50.74,39.13,39.13,185.85,185.85,1000.32,1000.32,10,10,3.96,101.04,2025-01-01 14:00:00
2025-01-01,15:00:00,65.35,65.35,39.12,39.12,175.27,175.27,1071.24,1071.24,10,10,3.91,99.74,2025-01-01 15:00:00
2025-01-01,16:00:00,64.94,64.94,38.99,38.99,190.79,190.79,1045.55,1045.55,10,10,4.1,104.59,2025-01-01 16:00:00
2025-01-01,17:00:00,64.83,64.83,38.56,38.56,178.07,178.07,1193.33,1193.33,10,10,4,101.93,2025-01-01 17:00:00
2025-01-01,18:00:00,62.46,62.46,38.49,38.49,172.96,172.96,1379.49,1379.49,10,10,4,101.96,2025-01-01 18:00:00
2025-01-01,19:00:00,50.15,50.15,38.24,38.24,167.91,167.91,1467.65,1467.65,10,10,5.28,134.7,2025-01-01 19:00:00
2025-01-01,20:00:00,70.56,70.56,38.71,38.71,188.98,188.98,1336.11,1336.11,10,10,4.56,116.33,2025-01-01 20:00:00
2025-01-01,21:00:00,45.6,45.6,38.74,38.74,187.98,187.98,1128.36,1128.36,10,10,4.8,122.28,2025-01-01 21:00:00
2025-01-01,22:00:00,55.6,55.6,38.53,38.53,193.16,193.16,1281.28,1281.28,10,10,7.42,189.25,2025-01-01 22:00:00
2025-01-01,23:00:00,55.11,55.11,38.66,38.66,199.23,199.23,1203.78,1203.78,10,10,5.78,147.36,2025-01-01 23:00:00
2025-01-02,0:00:00,54.33,54.33,38.65,38.65,175.99,175.99,1288.91,1288.91,10,10,4,102,2025-01-02 0:00:00
2025-01-02,1:00:00,55.21,55.21,38.74,38.74,192.52,192.52,1152.75,1152.75,10,10,4,102.04,2025-01-02 1:00:00
2025-01-02,2:00:00,56.74,56.74,38.48,38.48,188.78,188.78,1255.34,1255.34,10,10,8.12,207.15,2025-01-02 2:00:00
2025-01-02,3:00:00,58.53,58.53,38.74,38.74,191.46,191.46,1135.11,1135.11,10,10,10.78,274.79,2025-01-02 3:00:00
2025-01-02,4:00:00,59.8,59.8,38.65,38.65,188.92,188.92,1136.64,1136.64,10,10,8.97,228.78,2025-01-02 4:00:00
2025-01-02,5:00:00,66.67,66.67,39.11,39.11,199.69,199.69,997.66,997.66,10,10,9.44,240.8,2025-01-02 5:00:00
2025-01-02,6:00:00,71.5,71.5,38.99,38.99,181.93,181.93,1056.97,1056.97,10,10,8.22,209.68,2025-01-02 6:00:00
2025-01-02,7:00:00,65.36,65.36,38.8,38.8,191.37,191.37,1070.91,1070.91,10,10,7.28,185.67,2025-01-02 7:00:00
2025-01-02,8:00:00,54.95,54.95,38.68,38.68,190.21,190.21,1082.44,1082.44,10,10,5.82,148.38,2025-01-02 8:00:00
2025-01-02,9:00:00,51.89,51.89,38.9,38.9,182.47,182.47,1146.25,1146.25,10,10,4.01,102.23,2025-01-02 9:00:00
2025-01-02,10:00:00,40.68,40.68,38.33,38.33,191.04,191.04,1264.19,1264.19,10,10,4.27,108.98,2025-01-02 10:00:00
2025-01-02,11:00:00,40.06,40.06,38.69,38.69,208.02,208.02,1089.64,1089.64,10,10,9.02,230.04,2025-01-02 11:00:00
2025-01-02,12:00:00,36.11,36.11,38.8,38.8,188.58,188.58,1144.51,1144.51,10.02,10.02,5.54,141.35,2025-01-02 12:00:00
2025-01-02,13:00:00,35.4,35.4,38.18,38.18,186.49,186.49,1187.15,1187.15,10,10,4,101.93,2025-01-02 13:00:00
2025-01-02,14:00:00,43.24,43.24,38.37,38.37,188.91,188.91,1168.15,1168.15,10.03,10.03,4,102,2025-01-02 14:00:00
2025-01-02,15:00:00,43.2,43.2,38.59,38.59,182.1,182.1,1286.28,1286.28,10.03,10.03,4.41,112.47,2025-01-02 15:00:00
2025-01-02,16:00:00,57.98,57.98,35.7,35.7,186.43,186.43,1277.09,1277.09,9.09,9.09,6.75,172.02,2025-01-02 16:00:00
2025-01-02,17:00:00,80.02,80.02,38.28,38.28,193.5,193.5,1398.27,1398.27,9.91,9.91,4.02,102.42,2025-01-02 17:00:00
2025-01-02,18:00:00,56.55,56.55,35.76,35.76,228.25,228.25,1052.92,1052.92,8.98,8.98,4.05,103.32,2025-01-02 18:00:00
2025-01-02,19:00:00,87.72,87.72,34.06,34.06,246.46,246.46,950.53,950.53,8.29,8.29,7.41,189.04,2025-01-02 19:00:00
2025-01-02,20:00:00,91.1,91.1,36.82,36.82,234.39,234.39,1030.87,1030.87,9.27,9.27,4.06,103.45,2025-01-02 20:00:00
2025-01-02,21:00:00,46.26,46.26,38.82,38.82,207.24,207.24,1345.95,1345.95,10,10,4.07,103.86,2025-01-02 21:00:00
2025-01-02,22:00:00,33.07,33.07,38.93,38.93,203.35,203.35,1147.32,1147.32,10,10,4.61,117.63,2025-01-02 22:00:00
2025-01-02,23:00:00,29.15,29.15,38.73,38.73,207.62,207.62,1052.47,1052.47,10,10,10.99,280.2,2025-01-02 23:00:00
2025-01-03,0:00:00,32.64,32.64,38.76,38.76,205,205,959.58,959.58,10,10,7.46,190.29,2025-01-03 0:00:00
2025-01-03,1:00:00,42.96,42.96,38.81,38.81,193.2,193.2,1258.07,1258.07,10,10,4,101.98,2025-01-03 1:00:00
2025-01-03,2:00:00,53.68,53.68,39.3,39.3,185.27,185.27,1162.25,1162.25,10.14,10.14,6.21,158.26,2025-01-03 2:00:00
2025-01-03,3:00:00,40.57,40.57,39.15,39.15,198.45,198.45,1017.44,1017.44,10.05,10.05,4.53,115.57,2025-01-03 3:00:00
2025-01-03,4:00:00,45.67,45.67,38.91,38.91,193.76,193.76,1043.92,1043.92,10,10,5.28,134.76,2025-01-03 4:00:00
2025-01-03,5:00:00,44.71,44.71,39.24,39.24,201.74,201.74,985.32,985.32,10.11,10.11,11.73,299,2025-01-03 5:00:00
2025-01-03,6:00:00,68.16,68.16,34.86,34.86,216.9,216.9,1019.88,1019.88,8.62,8.62,9.83,250.58,2025-01-03 6:00:00
2025-01-03,7:00:00,53.87,53.87,32.57,32.57,223.19,223.19,1062.95,1062.95,7.96,7.96,12.57,320.47,2025-01-03 7:00:00
2025-01-03,8:00:00,58.02,58.02,32.32,32.32,235.76,235.76,1039.58,1039.58,7.98,7.98,14.63,373.06,2025-01-03 8:00:00
2025-01-03,9:00:00,74.27,74.27,31.86,31.86,218.3,218.3,1279.92,1279.92,7.76,7.76,11.1,282.96,2025-01-03 9:00:00
2025-01-03,10:00:00,62.89,62.89,31.82,31.82,220.65,220.65,1161.56,1161.56,7.67,7.67,7.16,182.69,2025-01-03 10:00:00
2025-01-03,11:00:00,68.7,68.7,32.11,32.11,228.02,228.02,983.59,983.59,7.91,7.91,11.47,292.51,2025-01-03 11:00:00
2025-01-03,12:00:00,72.15,72.15,31.99,31.99,231.35,231.35,974.55,974.55,7.9,7.9,11.63,296.61,2025-01-03 12:00:00
2025-01-03,13:00:00,67.6,67.6,32.09,32.09,216.21,216.21,1075.18,1075.18,7.87,7.87,10.82,275.94,2025-01-03 13:00:00
2025-01-03,14:00:00,54.22,54.22,31.39,31.39,209.06,209.06,1136.87,1136.87,7.37,7.37,7.8,199.01,2025-01-03 14:00:00
2025-01-03,15:00:00,58.14,58.14,31.07,31.07,206.11,206.11,1220.84,1220.84,7.11,7.11,6.92,176.37,2025-01-03 15:00:00
2025-01-03,16:00:00,50.95,50.95,31.02,31.02,214.03,214.03,1199.32,1199.32,7.15,7.15,4.77,121.76,2025-01-03 16:00:00
2025-01-03,17:00:00,39.09,39.09,30.34,30.34,196.31,196.31,1529.24,1529.24,7,7,4.22,107.56,2025-01-03 17:00:00
2025-01-03,18:00:00,46.02,46.02,31.06,31.06,214.54,214.54,1294.64,1294.64,7.14,7.14,4.17,106.45,2025-01-03 18:00:00
2025-01-03,19:00:00,44.96,44.96,31.12,31.12,235.23,235.23,1072.34,1072.34,7.05,7.05,4.23,107.84,2025-01-03 19:00:00
2025-01-03,20:00:00,39.63,39.63,30.61,30.61,242.16,242.16,997.72,997.72,7,7,4.15,105.91,2025-01-03 20:00:00
2025-01-03,21:00:00,56.75,56.75,30.76,30.76,248.16,248.16,1013.42,1013.42,7.03,7.03,4.1,104.57,2025-01-03 21:00:00
2025-01-03,22:00:00,66.7,66.7,31.77,31.77,256.23,256.23,1001.72,1001.72,7.7,7.7,4.17,106.37,2025-01-03 22:00:00
2025-01-03,23:00:00,64.1,64.1,31.79,31.79,237.81,237.81,1065.69,1065.69,7.61,7.61,4.15,105.93,2025-01-03 23:00:00
2025-01-04,0:00:00,59.85,59.85,32.04,32.04,249.77,249.77,968.08,968.08,7.72,7.72,4.47,113.88,2025-01-04 0:00:00
2025-01-04,1:00:00,72.93,72.93,34.59,34.59,239.71,239.71,952.05,952.05,8.74,8.74,5.9,150.43,2025-01-04 1:00:00
2025-01-04,2:00:00,77.07,77.07,37.72,37.72,226.73,226.73,1045.7,1045.7,10,10,6.18,157.53,2025-01-04 2:00:00
2025-01-04,3:00:00,74.67,74.67,37.44,37.44,194.13,194.13,1381.9,1381.9,10,10,4.98,127.11,2025-01-04 3:00:00
2025-01-04,4:00:00,88.08,88.08,37.77,37.77,203.85,203.85,1073.27,1073.27,10,10,8.64,220.37,2025-01-04 4:00:00
2025-01-04,5:00:00,98.71,98.71,37.61,37.61,210.82,210.82,1116.55,1116.55,10,10,5.19,132.42,2025-01-04 5:00:00
2025-01-04,6:00:00,105,105,38.12,38.12,210.71,210.71,1005.02,1005.02,10,10,12.26,312.6,2025-01-04 6:00:00
2025-01-04,7:00:00,103.45,103.45,38.07,38.07,198.54,198.54,1021.65,1021.65,10,10,10.35,263.96,2025-01-04 7:00:00
2025-01-04,8:00:00,70.54,70.54,37.95,37.95,215.54,215.54,981.87,981.87,10,10,10.16,259.04,2025-01-04 8:00:00
2025-01-04,9:00:00,71.7,71.7,38.42,38.42,209.9,209.9,987.79,987.79,10,10,9.13,232.76,2025-01-04 9:00:00
2025-01-04,10:00:00,87.86,87.86,39.21,39.21,207.34,207.34,963.98,963.98,10,10,9.6,244.85,2025-01-04 10:00:00
2025-01-04,11:00:00,81.82,81.82,39.22,39.22,214.07,214.07,940.76,940.76,10,10,9.2,234.61,2025-01-04 11:00:00
2025-01-04,12:00:00,71.53,71.53,38.79,38.79,212.84,212.84,948.44,948.44,10,10,8.22,209.65,2025-01-04 12:00:00
2025-01-04,13:00:00,74.49,74.49,38.6,38.6,226.43,226.43,942.27,942.27,10,10,5.14,130.98,2025-01-04 13:00:00
2025-01-04,14:00:00,68.44,68.44,38.85,38.85,211.7,211.7,934.46,934.46,10.02,10.02,4.24,108.21,2025-01-04 14:00:00
2025-01-04,15:00:00,60.19,60.19,38.57,38.57,207.82,207.82,942.65,942.65,10,10,4.34,110.79,2025-01-04 15:00:00
2025-01-04,16:00:00,63.51,63.51,38.44,38.44,210.46,210.46,955.35,955.35,10,10,4.37,111.34,2025-01-04 16:00:00
2025-01-04,17:00:00,57.39,57.39,37.66,37.66,204.24,204.24,1022.4,1022.4,10,10,3.85,98.13,2025-01-04 17:00:00
2025-01-04,18:00:00,57.72,57.72,38.43,38.43,214.67,214.67,971.45,971.45,10.01,10.01,4.94,125.99,2025-01-04 18:00:00
2025-01-04,19:00:00,60.38,60.38,38.66,38.66,214.87,214.87,877.9,877.9,10,10,4.1,104.53,2025-01-04 19:00:00
2025-01-04,20:00:00,61.08,2.8,38.6,2.07,215.94,7.32,856.36,24.83,10,1.26,6.16,3.74,2025-01-04 20:00:00
2025-01-04,21:00:00,56.02,1,38.57,1,212.28,1,901.25,1,10,1,7.75,1,2025-01-04 21:00:00
2025-01-04,22:00:00,56.48,1,38.67,1,201.73,1,911.13,1,10,1,8.73,1,2025-01-04 22:00:00
2025-01-04,23:00:00,60.15,56.63,38.63,36.16,216.09,202.32,869.87,805.24,10,9.41,9.12,215.86,2025-01-04 23:00:00
2025-01-05,0:00:00,61.06,61.06,38.46,38.46,219.17,219.17,869.55,869.55,10,10,6.25,159.28,2025-01-05 0:00:00
2025-01-05,1:00:00,57.23,57.23,38.57,38.57,206.41,206.41,923.56,923.56,10,10,4.81,122.74,2025-01-05 1:00:00
2025-01-05,2:00:00,57.97,57.97,38.57,38.57,204.22,204.22,941.67,941.67,10,10,4.54,115.64,2025-01-05 2:00:00
2025-01-05,3:00:00,65.63,65.63,38.63,38.63,198.96,198.96,972.34,972.34,10,10,6.39,163.02,2025-01-05 3:00:00
2025-01-05,4:00:00,81.44,81.44,38.84,38.84,206.54,206.54,909.83,909.83,10,10,5.49,139.87,2025-01-05 4:00:00
2025-01-05,5:00:00,83.36,83.36,37.03,37.03,220.12,220.12,902.12,902.12,9.4,9.4,4.01,102.14,2025-01-05 5:00:00
2025-01-05,6:00:00,102.64,102.64,37.02,37.02,227.04,227.04,919.2,919.2,9.31,9.31,8.74,222.91,2025-01-05 6:00:00
2025-01-05,7:00:00,74.1,74.1,39.16,39.16,217.01,217.01,879.99,879.99,10,10,9.28,236.67,2025-01-05 7:00:00
2025-01-05,8:00:00,61.44,61.44,39,39,221.11,221.11,863.21,863.21,10,10,8.72,222.31,2025-01-05 8:00:00
2025-01-05,9:00:00,67.29,67.29,38.81,38.81,215.01,215.01,900.27,900.27,10,10,9.89,252.08,2025-01-05 9:00:00
2025-01-05,10:00:00,71.9,71.9,38.95,38.95,211.16,211.16,905.82,905.82,10.03,10.03,7.47,190.61,2025-01-05 10:00:00
2025-01-05,11:00:00,74.66,74.66,38.81,38.81,201.91,201.91,951.17,951.17,10,10,8.06,205.55,2025-01-05 11:00:00
2025-01-05,12:00:00,81.37,81.37,38.71,38.71,222.33,222.33,903.85,903.85,10,10,9.34,238.27,2025-01-05 12:00:00
2025-01-05,13:00:00,81.96,81.96,37.48,37.48,224.61,224.61,886.69,886.69,9.6,9.6,9.39,239.32,2025-01-05 13:00:00
2025-01-05,14:00:00,89.93,89.93,38.57,38.57,205.11,205.11,940.09,940.09,9.87,9.87,5.93,151.32,2025-01-05 14:00:00
2025-01-05,15:00:00,79.8,79.8,38.97,38.97,203,203,955.57,955.57,10,10,6.8,173.42,2025-01-05 15:00:00
2025-01-05,16:00:00,58.21,58.21,38.98,38.98,203.82,203.82,938.81,938.81,10.14,10.14,6.37,162.35,2025-01-05 16:00:00
2025-01-05,17:00:00,47.04,47.04,39.19,39.19,213.46,213.46,882.37,882.37,10.03,10.03,4.2,107.07,2025-01-05 17:00:00
2025-01-05,18:00:00,50.43,50.43,39.29,39.29,215.52,215.52,883.71,883.71,10.26,10.26,4.12,105.02,2025-01-05 18:00:00
2025-01-05,19:00:00,56.7,56.7,39.46,39.46,225.13,225.13,850.63,850.63,10.3,10.3,4.09,104.2,2025-01-05 19:00:00
2025-01-05,20:00:00,57.5,57.5,39.61,39.61,229.68,229.68,841.72,841.72,10.4,10.4,4.1,104.6,2025-01-05 20:00:00
2025-01-05,21:00:00,53.86,6.89,39.62,5.22,243.71,27.34,780.77,88.22,10.34,2,4.03,12.14,2025-01-05 21:00:00
2025-01-05,22:00:00,63.2,58.19,40,36.67,233.38,212.56,817.69,752.97,10.64,9.86,4.03,94.05,2025-01-05 22:00:00
2025-01-05,23:00:00,64.81,64.81,39.42,39.42,242.81,242.81,792.85,792.85,10.1,10.1,4.32,110.07,2025-01-05 23:00:00
2025-01-06,0:00:00,63.71,63.71,39.35,39.35,226.63,226.63,851.61,851.61,10.19,10.19,4.47,114.06,2025-01-06 0:00:00
2025-01-06,1:00:00,57.91,57.91,39.08,39.08,211.87,211.87,937.21,937.21,10.13,10.13,7.22,184.07,2025-01-06 1:00:00
2025-01-06,2:00:00,50.43,50.43,38.79,38.79,210.96,210.96,929.66,929.66,10.03,10.03,5.19,132.25,2025-01-06 2:00:00
2025-01-06,3:00:00,52.09,52.09,38.55,38.55,219.02,219.02,916.28,916.28,10.02,10.02,4.1,104.55,2025-01-06 3:00:00
2025-01-06,4:00:00,65.17,65.17,39.07,39.07,214.38,214.38,921.11,921.11,10.21,10.21,4.08,103.97,2025-01-06 4:00:00
2025-01-06,5:00:00,65.21,65.21,39.31,39.31,208.73,208.73,942.07,942.07,10.25,10.25,4.05,103.36,2025-01-06 5:00:00
2025-01-06,6:00:00,59.46,59.24,39.34,39.24,208.98,208.39,988.87,986.14,10.23,10.2,4.92,124.85,2025-01-06 6:00:00
2025-01-06,7:00:00,100.6,100.6,39.6,39.6,219.83,219.83,1027.86,1027.86,10.08,10.08,10.16,259.18,2025-01-06 7:00:00
2025-01-06,8:00:00,103.75,103.75,39.5,39.5,211.29,211.29,1077.67,1077.67,10,10,11.84,301.98,2025-01-06 8:00:00
2025-01-06,9:00:00,50.44,50.44,38.76,38.76,194.58,194.58,1521.06,1521.06,10,10,11.65,296.96,2025-01-06 9:00:00
2025-01-06,10:00:00,33.79,33.79,38.79,38.79,197.52,197.52,1332.63,1332.63,10,10,8.88,226.56,2025-01-06 10:00:00
2025-01-06,11:00:00,35,35,38,38,205,205,1335,1335,10,10,4,102,2025-01-06 11:00:00
2025-01-06,12:00:00,35,35,38,38,205,205,1335,1335,10,10,4,102,2025-01-06 12:00:00
2025-01-06,13:00:00,34.31,34.31,38.89,38.89,215.53,215.53,1089.24,1089.24,10.02,10.02,4.18,106.56,2025-01-06 13:00:00
2025-01-06,14:00:00,29.48,29.48,39.24,39.24,211.35,211.35,948.74,948.74,10.06,10.06,4.31,109.81,2025-01-06 14:00:00
2025-01-06,15:00:00,25.85,25.85,39.32,39.32,208.18,208.18,967.06,967.06,10.12,10.12,4.33,110.37,2025-01-06 15:00:00
2025-01-06,16:00:00,23.61,23.61,39.01,39.01,198.41,198.41,1057.62,1057.62,10.01,10.01,4.44,113.19,2025-01-06 16:00:00
2025-01-06,17:00:00,20.72,20.72,38.4,38.4,191.16,191.16,1074.16,1074.16,10,10,4.25,108.28,2025-01-06 17:00:00
2025-01-06,18:00:00,20.46,20.46,38.46,38.46,200.97,200.97,1050.72,1050.72,10,10,4.18,106.68,2025-01-06 18:00:00
2025-01-06,19:00:00,24.85,24.85,38.62,38.62,217.46,217.46,969.24,969.24,10,10,4.22,107.61,2025-01-06 19:00:00
2025-01-06,20:00:00,23.69,23.69,38.74,38.74,196.98,196.98,1069.28,1069.28,10.02,10.02,4.54,115.66,2025-01-06 20:00:00
2025-01-06,21:00:00,28.5,28.5,38.58,38.58,207.62,207.62,1013.08,1013.08,10,10,4.13,105.43,2025-01-06 21:00:00
2025-01-06,22:00:00,29.49,29.49,38.28,38.28,206.91,206.91,1064.74,1064.74,10,10,5.85,149.25,2025-01-06 22:00:00
2025-01-06,23:00:00,28.4,28.4,38.85,38.85,217.45,217.45,962.88,962.88,10.19,10.19,6.59,168.01,2025-01-06 23:00:00
2025-01-07,0:00:00,34.21,34.21,39.05,39.05,223.66,223.66,906.14,906.14,10.03,10.03,8.18,208.71,2025-01-07 0:00:00
2025-01-07,1:00:00,37.37,37.37,38.68,38.68,209.63,209.63,1057.1,1057.1,10,10,6.22,158.72,2025-01-07 1:00:00
2025-01-07,2:00:00,29.76,29.76,38.17,38.17,190.47,190.47,1434.34,1434.34,10,10,4.12,105.11,2025-01-07 2:00:00
2025-01-07,3:00:00,28.95,28.95,38.31,38.31,203.05,203.05,1027.12,1027.12,10,10,4.16,106.14,2025-01-07 3:00:00
2025-01-07,4:00:00,23.27,23.27,38.38,38.38,201.92,201.92,1064.22,1064.22,10,10,4.95,126.28,2025-01-07 4:00:00
2025-01-07,5:00:00,42.15,42.15,38.56,38.56,208.74,208.74,1008.46,1008.46,10,10,4.08,103.98,2025-01-07 5:00:00
2025-01-07,6:00:00,45.69,45.69,38.96,38.96,216.65,216.65,975.41,975.41,10.01,10.01,4.12,104.97,2025-01-07 6:00:00
2025-01-07,7:00:00,60.26,60.26,38.86,38.86,192.85,192.85,1044.71,1044.71,10,10,7.36,187.62,2025-01-07 7:00:00
2025-01-07,8:00:00,56.8,56.8,37.65,37.65,194.61,194.61,1061.13,1061.13,9.69,9.69,13.11,334.39,2025-01-07 8:00:00
2025-01-07,9:00:00,78.2,78.2,33.89,33.89,195.69,195.69,1089.53,1089.53,8.21,8.21,13.78,351.45,2025-01-07 9:00:00
2025-01-07,10:00:00,96.4,96.4,34.58,34.58,201.55,201.55,1105.65,1105.65,8.6,8.6,13.07,333.2,2025-01-07 10:00:00
2025-01-07,11:00:00,52.53,52.53,37.85,37.85,181.12,181.12,1354.89,1354.89,10,10,11.4,290.69,2025-01-07 11:00:00
2025-01-07,12:00:00,49.34,49.34,37.76,37.76,168.84,168.84,1652.83,1652.83,10,10,10.03,255.8,2025-01-07 12:00:00
2025-01-07,13:00:00,43.31,43.31,37.9,37.9,181.59,181.59,1210.54,1210.54,10,10,7.79,198.68,2025-01-07 13:00:00
2025-01-07,14:00:00,34.85,34.85,37.84,37.84,174.85,174.85,1279.97,1279.97,10,10,4.33,110.34,2025-01-07 14:00:00
2025-01-07,15:00:00,30.66,30.66,37.93,37.93,166.1,166.1,1304.54,1304.54,10,10,4.44,113.14,2025-01-07 15:00:00
2025-01-07,16:00:00,30.17,30.17,37.91,37.91,169.39,169.39,1246.29,1246.29,10,10,4.67,119.2,2025-01-07 16:00:00
2025-01-07,17:00:00,38.65,38.65,37.83,37.83,165.26,165.26,1414.7,1414.7,10,10,4.53,115.5,2025-01-07 17:00:00
2025-01-07,18:00:00,46.41,46.41,36.91,36.91,156.12,156.12,1701.68,1701.68,9.73,9.73,4.22,107.7,2025-01-07 18:00:00
2025-01-07,19:00:00,103.04,103.04,34.98,34.98,176.75,176.75,1428.28,1428.28,8.68,8.68,4.16,106.2,2025-01-07 19:00:00
2025-01-07,20:00:00,49.82,49.82,38.33,38.33,162.29,162.29,1299.75,1299.75,10,10,4.26,108.51,2025-01-07 20:00:00
2025-01-07,21:00:00,58.82,58.82,38.58,38.58,177.39,177.39,1092.15,1092.15,10.03,10.03,4.12,104.99,2025-01-07 21:00:00
2025-01-07,22:00:00,50.32,50.32,38.2,38.2,170.36,170.36,1123.04,1123.04,10,10,4.04,103.11,2025-01-07 22:00:00
2025-01-07,23:00:00,62.08,62.08,37.62,37.62,182.47,182.47,1035.96,1035.96,9.64,9.64,6.18,157.66,2025-01-07 23:00:00
2025-01-08,0:00:00,47.02,47.02,38.62,38.62,167.38,167.38,1187.48,1187.48,10,10,5.44,138.78,2025-01-08 0:00:00
2025-01-08,1:00:00,33.69,33.69,38.33,38.33,169.06,169.06,1117.83,1117.83,10,10,5.14,131.03,2025-01-08 1:00:00
2025-01-08,2:00:00,30.64,30.64,38.15,38.15,164.18,164.18,1105.53,1105.53,10,10,4.67,119.2,2025-01-08 2:00:00
2025-01-08,3:00:00,25.32,25.32,37.57,37.57,153.88,153.88,1673.16,1673.16,10,10,4.98,127.09,2025-01-08 3:00:00
2025-01-08,4:00:00,27.23,27.23,37.43,37.43,165.73,165.73,1664.72,1664.72,10,10,4.21,107.35,2025-01-08 4:00:00
2025-01-08,5:00:00,30.98,30.98,38.1,38.1,167.48,167.48,1259.16,1259.16,10,10,4.32,110.08,2025-01-08 5:00:00
2025-01-08,6:00:00,28,28,36.69,36.69,156.02,156.02,1575.91,1575.91,9.68,9.68,4.45,113.37,2025-01-08 6:00:00
2025-01-08,7:00:00,79.38,79.38,32.95,32.95,153.59,153.59,1672.08,1672.08,8,8,6.45,164.57,2025-01-08 7:00:00
2025-01-08,8:00:00,100.2,100.2,32.89,32.89,155.37,155.37,1553.27,1553.27,7.98,7.98,4.01,102.3,2025-01-08 8:00:00
2025-01-08,9:00:00,55.73,55.73,31.81,31.81,148.18,148.18,1644.58,1644.58,7.91,7.91,4,102,2025-01-08 9:00:00
2025-01-08,10:00:00,53.13,53.13,31.97,31.97,152.93,152.93,1483.03,1483.03,8,8,4.1,104.61,2025-01-08 10:00:00
2025-01-08,11:00:00,69.05,69.05,32.92,32.92,166.98,166.98,1446.12,1446.12,8.2,8.2,7.56,192.81,2025-01-08 11:00:00
2025-01-08,12:00:00,63.43,63.43,31.91,31.91,173.64,173.64,1515.46,1515.46,7.77,7.77,7.46,190.17,2025-01-08 12:00:00
2025-01-08,13:00:00,36.42,36.42,37.22,37.22,141.78,141.78,1941.62,1941.62,9.98,9.98,6.52,166.28,2025-01-08 13:00:00
2025-01-08,14:00:00,41.2,41.2,37.08,37.08,133.92,133.92,2185.72,2185.72,10,10,4.41,112.56,2025-01-08 14:00:00
2025-01-08,15:00:00,42.45,42.45,37.2,37.2,145.12,145.12,1680.42,1680.42,10,10,4.59,117.07,2025-01-08 15:00:00
2025-01-08,16:00:00,54.03,54.03,38.57,38.57,175.39,175.39,1094.01,1094.01,10,10,7.71,196.7,2025-01-08 16:00:00
2025-01-08,17:00:00,41.58,41.58,38.85,38.85,175.87,175.87,1081.87,1081.87,10,10,6.02,153.61,2025-01-08 17:00:00
2025-01-08,18:00:00,60.34,60.34,38.63,38.63,176.07,176.07,1040.27,1040.27,10,10,4.01,102.28,2025-01-08 18:00:00
2025-01-08,19:00:00,37.63,37.63,39.01,39.01,173.52,173.52,1049.01,1049.01,10.14,10.14,4.01,102.31,2025-01-08 19:00:00
2025-01-08,20:00:00,31.16,31.16,38.81,38.81,180.47,180.47,1013.94,1013.94,10.04,10.04,4.04,102.95,2025-01-08 20:00:00
2025-01-08,21:00:00,28.76,28.76,38.77,38.77,186.36,186.36,946.83,946.83,10,10,4.05,103.3,2025-01-08 21:00:00
2025-01-08,22:00:00,28.76,28.76,39.06,39.06,189.73,189.73,926,926,10.02,10.02,4.24,108.06,2025-01-08 22:00:00
